Entity,Code,Year,bottom_trawl
Egypt,EGY,2005,101999.36656
Egypt,EGY,2006,106498.1509
Egypt,EGY,2007,85834.57929
Egypt,EGY,2008,94129.58841999999
Egypt,EGY,2009,91901.41477
Egypt,EGY,2010,90555.17968
Egypt,EGY,2011,84852.75001
Egypt,EGY,2012,89410.88461
Egypt,EGY,2013,83514.54934
Egypt,EGY,2014,82276.25362999999
Egypt,EGY,2015,77752.0755
Egypt,EGY,2016,78263.18811
Egypt,EGY,2017,78748.82408
Egypt,EGY,2018,64508.76685
El Salvador,SLV,1979,3268.0555556
El Salvador,SLV,1980,12331.944444
El Salvador,SLV,1981,19981.944444
El Salvador,SLV,1982,9793.055556
El Salvador,SLV,1983,4454.1666669999995
El Salvador,SLV,1984,2527.7777778
El Salvador,SLV,1985,6547.222222
El Salvador,SLV,1986,10513.888889
El Salvador,SLV,1987,16027.777778
El Salvador,SLV,1988,3973.611111
El Salvador,SLV,1989,0.34722222199999997
El Salvador,SLV,1990,0.34722222199999997
El Salvador,SLV,1991,0.34722222199999997
El Salvador,SLV,1992,0.34722222199999997
El Salvador,SLV,1994,415.27777779999997
El Salvador,SLV,1995,494.4444444
El Salvador,SLV,1996,227.77777778
El Salvador,SLV,2001,1754.1666667
El Salvador,SLV,2002,4383.3333330000005
El Salvador,SLV,2003,10348.611111
El Salvador,SLV,2004,9497.222222
El Salvador,SLV,2005,19038.888889
El Salvador,SLV,2006,16325
El Salvador,SLV,2007,15801.388889
El Salvador,SLV,2008,5515.277778
El Salvador,SLV,2009,4213.888889
El Salvador,SLV,2015,9773.7496
El Salvador,SLV,2016,13805.7496
El Salvador,SLV,2017,13807.7496
El Salvador,SLV,2018,9773.7496
Equatorial Guinea,GNQ,1986,1495.44
Equatorial Guinea,GNQ,1987,2966.76
Equatorial Guinea,GNQ,1988,2942.64
Equatorial Guinea,GNQ,1989,4085.928
Equatorial Guinea,GNQ,1990,3183.84
Equatorial Guinea,GNQ,1991,3731.364
Equatorial Guinea,GNQ,1992,2846.16
Equatorial Guinea,GNQ,1993,2761.56771386
Equatorial Guinea,GNQ,1994,2678.00914257
Equatorial Guinea,GNQ,1995,2595.48428614
Equatorial Guinea,GNQ,1996,2513.9931425699997
Equatorial Guinea,GNQ,1997,2433.5357138599998
Equatorial Guinea,GNQ,1998,2354.112
Equatorial Guinea,GNQ,1999,2275.722
Equatorial Guinea,GNQ,2000,2198.36571386
Equatorial Guinea,GNQ,2001,2122.04314257
Equatorial Guinea,GNQ,2002,2046.7542861399997
Equatorial Guinea,GNQ,2003,1972.499142572
Equatorial Guinea,GNQ,2004,1899.277713857
Equatorial Guinea,GNQ,2005,1827.09
Equatorial Guinea,GNQ,2006,1755.9360000000001
Equatorial Guinea,GNQ,2007,3726.54
Equatorial Guinea,GNQ,2008,2952.288
Equatorial Guinea,GNQ,2009,2923.344
Equatorial Guinea,GNQ,2010,2894.4
Equatorial Guinea,GNQ,2011,3030.3325222
Equatorial Guinea,GNQ,2012,1133.0061736359999
Equatorial Guinea,GNQ,2013,2309.00477193
Equatorial Guinea,GNQ,2014,2777.73760608
Equatorial Guinea,GNQ,2015,1592.9335177110001
Equatorial Guinea,GNQ,2016,1921.8522763849999
Equatorial Guinea,GNQ,2017,2764.33695527
Equatorial Guinea,GNQ,2018,3361.700104721
Estonia,EST,1950,985.596659435
Estonia,EST,1951,1021.263916814
Estonia,EST,1952,1062.8329508690001
Estonia,EST,1953,906.0509775119999
Estonia,EST,1954,1049.4898040229998
Estonia,EST,1955,1132.627872122
Estonia,EST,1956,6762.4096505279995
Estonia,EST,1957,24741.73474068
Estonia,EST,1958,40997.246496989996
Estonia,EST,1959,61586.26368384999
Estonia,EST,1960,88311.03167228
Estonia,EST,1961,98551.68471742001
Estonia,EST,1962,80353.07440203
Estonia,EST,1963,130537.98333631
Estonia,EST,1964,136283.08347912
Estonia,EST,1965,159777.23618885
Estonia,EST,1966,141751.49031097
Estonia,EST,1967,135942.80851843
Estonia,EST,1968,154111.92479219
Estonia,EST,1969,171039.62664254
Estonia,EST,1970,132880.22233442002
Estonia,EST,1971,166849.42550446998
Estonia,EST,1972,177539.94231695
Estonia,EST,1973,190862.92527904
Estonia,EST,1974,145509.50985585002
Estonia,EST,1975,135276.46918371
Estonia,EST,1976,88490.17369873
Estonia,EST,1977,47117.78998101
Estonia,EST,1978,29943.7659704
Estonia,EST,1979,65800.08781534
Estonia,EST,1980,94729.15320992
Estonia,EST,1981,42376.532144323006
Estonia,EST,1982,52936.004241507006
Estonia,EST,1983,15567.793731097998
Estonia,EST,1984,18862.126278485
Estonia,EST,1985,16244.860118139999
Estonia,EST,1986,16139.064377905
Estonia,EST,1987,15350.935724949999
Estonia,EST,1988,21283.696045197
Estonia,EST,1989,22446.988227974998
Estonia,EST,1990,27128.937893237
Estonia,EST,1991,9079.818998767
Estonia,EST,1992,781.5264101919998
Estonia,EST,1993,16539.450312562
Estonia,EST,1994,774.3314363469998
Estonia,EST,1995,1653.28372599
Estonia,EST,1996,872.9550427700001
Estonia,EST,1997,642.3130387829999
Estonia,EST,1998,534.9716318290001
Estonia,EST,1999,512.822237859
Estonia,EST,2000,5579.34873718
Estonia,EST,2001,3350.3744491539996
Estonia,EST,2002,2449.780561526
Estonia,EST,2003,3776.9198459440004
Estonia,EST,2004,3674.9770143490005
Estonia,EST,2005,3483.3633705939997
Estonia,EST,2006,3958.5059902599996
Estonia,EST,2007,2433.980068941
Estonia,EST,2008,2894.730363314
Estonia,EST,2009,3677.402382453001
Estonia,EST,2010,4641.354718283
Estonia,EST,2011,3856.7010959950003
Estonia,EST,2012,2312.4109018050003
Estonia,EST,2013,7690.641491269
Estonia,EST,2014,7087.713319155001
Estonia,EST,2015,7931.528311421
Estonia,EST,2016,7140.705775484999
Estonia,EST,2017,9713.369020168002
Estonia,EST,2018,4812.374297663
Faeroe Islands,FRO,1950,43376.554701172005
Faeroe Islands,FRO,1951,40852.417507274
Faeroe Islands,FRO,1952,88741.69232775804
Faeroe Islands,FRO,1953,108429.83977613201
Faeroe Islands,FRO,1954,149006.228300802
Faeroe Islands,FRO,1955,184654.99197827405
Faeroe Islands,FRO,1956,167934.70683492796
Faeroe Islands,FRO,1957,183398.176248848
Faeroe Islands,FRO,1958,228940.90691711399
Faeroe Islands,FRO,1959,215532.91465435806
Faeroe Islands,FRO,1960,283768.874104102
Faeroe Islands,FRO,1961,297538.035114652
Faeroe Islands,FRO,1962,434174.86034179997
Faeroe Islands,FRO,1963,393092.81860688207
Faeroe Islands,FRO,1964,361484.94746536604
Faeroe Islands,FRO,1965,317473.65599919
Faeroe Islands,FRO,1966,299658.32333380805
Faeroe Islands,FRO,1967,285564.44720739993
Faeroe Islands,FRO,1968,228039.567373474
Faeroe Islands,FRO,1969,175960.030774142
Faeroe Islands,FRO,1970,143245.73455248002
Faeroe Islands,FRO,1971,171540.97685544207
Faeroe Islands,FRO,1972,163954.07856455998
Faeroe Islands,FRO,1973,144496.574544316
Faeroe Islands,FRO,1974,161482.822097336
Faeroe Islands,FRO,1975,137850.81967267202
Faeroe Islands,FRO,1976,149885.67361091802
Faeroe Islands,FRO,1977,134634.421188466
Faeroe Islands,FRO,1978,111406.222375542
Faeroe Islands,FRO,1979,110553.33638681401
Faeroe Islands,FRO,1980,119553.066592916
Faeroe Islands,FRO,1981,137302.76451505002
Faeroe Islands,FRO,1982,114975.41546731199
Faeroe Islands,FRO,1983,144183.70528532797
Faeroe Islands,FRO,1984,151453.27618068396
Faeroe Islands,FRO,1985,129017.75726046802
Faeroe Islands,FRO,1986,121830.87286766201
Faeroe Islands,FRO,1987,148542.339460472
Faeroe Islands,FRO,1988,145900.848928884
Faeroe Islands,FRO,1989,129284.54999274801
Faeroe Islands,FRO,1990,129676.30881053598
Faeroe Islands,FRO,1991,128894.80530184999
Faeroe Islands,FRO,1992,116075.71957903
Faeroe Islands,FRO,1993,114763.18422492199
Faeroe Islands,FRO,1994,117719.31175058201
Faeroe Islands,FRO,1995,98282.587173626
Faeroe Islands,FRO,1996,93922.69948370599
Faeroe Islands,FRO,1997,98216.951574284
Faeroe Islands,FRO,1998,101681.67241510798
Faeroe Islands,FRO,1999,90166.60986355797
Faeroe Islands,FRO,2000,98312.43257689802
Faeroe Islands,FRO,2001,97305.090616634
Faeroe Islands,FRO,2002,126357.09493137799
Faeroe Islands,FRO,2003,104722.43370816599
Faeroe Islands,FRO,2004,102561.449208772
Faeroe Islands,FRO,2005,113835.83341512
Faeroe Islands,FRO,2006,109684.63809056599
Faeroe Islands,FRO,2007,107190.902123606
Faeroe Islands,FRO,2008,108220.94142218
Faeroe Islands,FRO,2009,102265.152850828
Faeroe Islands,FRO,2010,90952.83953787801
Faeroe Islands,FRO,2011,75332.478962584
Faeroe Islands,FRO,2012,74606.9319546
Faeroe Islands,FRO,2013,65985.678060508
Faeroe Islands,FRO,2014,67931.54078082
Faeroe Islands,FRO,2015,75817.11733922601
Faeroe Islands,FRO,2016,78118.064357414
Faeroe Islands,FRO,2017,70145.10367546199
Faeroe Islands,FRO,2018,64470.310748150005
Falkland Islands,FLK,1989,778.2317088
Falkland Islands,FLK,1990,5844.362528000001
Falkland Islands,FLK,1991,1352.221249
Falkland Islands,FLK,1992,1831.957644
Falkland Islands,FLK,1993,1930.508792
Falkland Islands,FLK,1994,5861.530757
Falkland Islands,FLK,1995,26712.498519999997
Falkland Islands,FLK,1996,31239.30588
Falkland Islands,FLK,1997,16662.85034
Falkland Islands,FLK,1998,41269.84171
Falkland Islands,FLK,1999,34746.233830000005
Falkland Islands,FLK,2000,60276.90271
Falkland Islands,FLK,2001,56793.78385
Falkland Islands,FLK,2002,34410.1336
Falkland Islands,FLK,2003,59023.08079
Falkland Islands,FLK,2004,41753.4726
Falkland Islands,FLK,2005,73193.71206
Falkland Islands,FLK,2006,62757.23432991
Falkland Islands,FLK,2007,63595.060034525995
Falkland Islands,FLK,2008,74969.895789415
Falkland Islands,FLK,2009,57200.287564825005
Falkland Islands,FLK,2010,91937.44371203399
Falkland Islands,FLK,2011,57828.042280245994
Falkland Islands,FLK,2012,83589.9324358732
Falkland Islands,FLK,2013,57805.677338751
Falkland Islands,FLK,2014,63517.233720002
Falkland Islands,FLK,2015,40319.719227412
Falkland Islands,FLK,2016,54438.384304841
Falkland Islands,FLK,2017,63007.037619746996
Falkland Islands,FLK,2018,81978.49959016399
France,FRA,1950,91934.7800928
France,FRA,1951,142383.19059940003
France,FRA,1952,102777.0022439
France,FRA,1953,112708.60579900001
France,FRA,1954,108490.18795561997
France,FRA,1955,128264.89029888
France,FRA,1956,134059.64896018
France,FRA,1957,116849.45098348001
France,FRA,1958,129404.03751755999
France,FRA,1959,127717.88500079999
France,FRA,1960,171245.938923
France,FRA,1961,126803.03100619999
France,FRA,1962,136166.3368554
France,FRA,1963,146530.77215759997
France,FRA,1964,157168.8717526
France,FRA,1965,162310.92846279996
France,FRA,1966,145724.49375860003
France,FRA,1967,146086.44476814
France,FRA,1968,173427.96243359998
France,FRA,1969,163774.48285619996
France,FRA,1970,172030.70115680003
France,FRA,1971,199809.4722832
France,FRA,1972,199931.5483258
France,FRA,1973,221743.06686399996
France,FRA,1974,219362.35620799995
France,FRA,1975,215750.41628
France,FRA,1976,198468.47254620004
France,FRA,1977,180056.65659980002
France,FRA,1978,207414.9578888
France,FRA,1979,195223.4286458
France,FRA,1980,227398.97283859996
France,FRA,1981,254149.94547140005
France,FRA,1982,237387.9855352
France,FRA,1983,231288.32500960003
France,FRA,1984,227824.6089926
France,FRA,1985,228773.2852366
France,FRA,1986,229720.62225480002
France,FRA,1987,258551.8098726
France,FRA,1988,280415.6827868001
France,FRA,1989,272552.74824040005
France,FRA,1990,272404.5125542001
France,FRA,1991,232618.2260432
France,FRA,1992,230917.03202239997
France,FRA,1993,190099.62577279998
France,FRA,1994,199890.26935999995
France,FRA,1995,225853.49475740004
France,FRA,1996,217061.01803540002
France,FRA,1997,234771.15240179998
France,FRA,1998,207458.78921299998
France,FRA,1999,221171.73584860004
France,FRA,2000,272049.0277748001
France,FRA,2001,273558.2241304
France,FRA,2002,255562.52984320003
France,FRA,2003,223246.40737979996
France,FRA,2004,200570.4936462
France,FRA,2005,183900.1739956
France,FRA,2006,192296.76896239998
France,FRA,2007,190954.04734180003
France,FRA,2008,169492.6478366
France,FRA,2009,135298.62639705997
France,FRA,2010,141507.10353216
France,FRA,2011,252636.3814018
France,FRA,2012,152332.44586560002
France,FRA,2013,166517.15123300004
France,FRA,2014,164024.00755519996
France,FRA,2015,134401.50904619996
France,FRA,2016,136900.33870920003
France,FRA,2017,136231.50808626
France,FRA,2018,112089.37618958602
Gabon,GAB,1950,61.015341459
Gabon,GAB,1951,61.015341459
Gabon,GAB,1952,61.015341459
Gabon,GAB,1953,61.015341459
Gabon,GAB,1954,61.015341459
Gabon,GAB,1955,61.015341459
Gabon,GAB,1956,61.015341459
Gabon,GAB,1957,102.709158123
Gabon,GAB,1958,956.41547738
Gabon,GAB,1959,1810.12179663
Gabon,GAB,1960,2663.82811588
Gabon,GAB,1961,3517.53443513
Gabon,GAB,1962,4371.24075438
Gabon,GAB,1963,5224.94707364
Gabon,GAB,1964,6078.6533929
Gabon,GAB,1965,6932.3597121
Gabon,GAB,1966,7786.0660314
Gabon,GAB,1967,8639.7723506
Gabon,GAB,1968,8625.200069393999
Gabon,GAB,1969,8610.666969775
Gabon,GAB,1970,8607.192623822999
Gabon,GAB,1971,8596.411075873
Gabon,GAB,1972,8585.668709809
Gabon,GAB,1973,8576.140944854
Gabon,GAB,1974,8565.558565747999
Gabon,GAB,1975,8569.31180126
Gabon,GAB,1976,8560.298459436
Gabon,GAB,1977,8548.773698733
Gabon,GAB,1978,8554.713145708
Gabon,GAB,1979,8555.900597819
Gabon,GAB,1980,8545.944691623
Gabon,GAB,1981,8540.685415094998
Gabon,GAB,1982,8534.367426226001
Gabon,GAB,1983,8523.216767149002
Gabon,GAB,1984,8517.857928372
Gabon,GAB,1985,44924.548666807
Gabon,GAB,1986,41252.26997924501
Gabon,GAB,1987,36889.72254921199
Gabon,GAB,1988,31282.872304572997
Gabon,GAB,1989,30711.267480289
Gabon,GAB,1990,31748.432717686002
Gabon,GAB,1991,31346.458363428
Gabon,GAB,1992,28205.306660309
Gabon,GAB,1993,25123.589798591
Gabon,GAB,1994,51229.553834653
Gabon,GAB,1995,42038.092054755
Gabon,GAB,1996,35918.819106104
Gabon,GAB,1997,26178.808858499
Gabon,GAB,1998,36386.11335791
Gabon,GAB,1999,32839.321726793
Gabon,GAB,2000,42400.160424516005
Gabon,GAB,2001,29390.387503467
Gabon,GAB,2002,39912.22719755
Gabon,GAB,2003,35709.820055111
Gabon,GAB,2004,38818.192206367
Gabon,GAB,2005,32973.799147896
Gabon,GAB,2006,36747.938814465
Gabon,GAB,2007,33123.669064608
Gabon,GAB,2008,30869.396183986
Gabon,GAB,2009,19056.064392157
Gabon,GAB,2010,16874.865012767
Gabon,GAB,2011,18400.146931473002
Gabon,GAB,2012,19604.500399464
Gabon,GAB,2013,20834.033080065
Gabon,GAB,2014,22098.428085408
Gabon,GAB,2015,29011.422173016002
Gabon,GAB,2016,28452.740368315
Gabon,GAB,2017,44060.887880461
Gabon,GAB,2018,16527.822139910997
Gambia,GMB,1967,338.92904469999996
Gambia,GMB,1968,407.0202938
Gambia,GMB,1969,852.7868871000001
Gambia,GMB,1970,1065.41581747
Gambia,GMB,1971,1467.2764324
Gambia,GMB,1972,1978.1222174999998
Gambia,GMB,1973,2231.341274
Gambia,GMB,1974,2385.2559552
Gambia,GMB,1975,3990.3861214000003
Gambia,GMB,1976,5549.8926884
Gambia,GMB,1977,7657.566317000001
Gambia,GMB,1978,9189.545497
Gambia,GMB,1979,10811.443276
Gambia,GMB,1980,12284.622356
Gambia,GMB,1981,14624.658233
Gambia,GMB,1982,15209.343091
Gambia,GMB,1983,16587.169414999997
Gambia,GMB,1984,17933.673097
Gambia,GMB,1985,18849.186867999997
Gambia,GMB,1986,22975.274292162
Gambia,GMB,1987,20951.082531221
Gambia,GMB,1988,16405.893610193
Gambia,GMB,1989,16079.665931353
Gambia,GMB,1990,22518.061644585
Gambia,GMB,1991,24554.100593201998
Gambia,GMB,1992,24634.600441301
Gambia,GMB,1993,22006.661398991
Gambia,GMB,1994,19736.226502818998
Gambia,GMB,1995,22887.000110740002
Gambia,GMB,1996,17039.408262163997
Gambia,GMB,1997,12014.173213462998
Gambia,GMB,1998,7456.783067572999
Gambia,GMB,1999,7007.322491386
Gambia,GMB,2000,23898.408517494
Gambia,GMB,2001,13194.944986039001
Gambia,GMB,2002,13783.893021255999
Gambia,GMB,2003,23663.052809783
Gambia,GMB,2004,17406.037633376
Gambia,GMB,2005,7794.276771614999
Gambia,GMB,2006,5514.418866829001
Gambia,GMB,2007,3463.0274692599996
Gambia,GMB,2008,2819.3136713149997
Gambia,GMB,2009,557.6263145600001
Gambia,GMB,2010,924.8095581299999
Gambia,GMB,2011,1039.80460459
Gambia,GMB,2012,2255.1471111
Gambia,GMB,2013,2572.9853549
Gambia,GMB,2014,1441.72772186
Gambia,GMB,2018,3788.3285050000004
Georgia,GEO,1950,502.5472
Georgia,GEO,1951,577.6238787120001
Georgia,GEO,1952,649.4432743539999
Georgia,GEO,1953,717.947177882
Georgia,GEO,1954,783.0774291739999
Georgia,GEO,1955,844.77552861
Georgia,GEO,1956,902.983394932
Georgia,GEO,1957,957.6428771019999
Georgia,GEO,1958,1008.6954175940001
Georgia,GEO,1959,1056.083046338
Georgia,GEO,1960,1099.7474381700004
Georgia,GEO,1961,1424.3579449840001
Georgia,GEO,1962,1730.010822408
Georgia,GEO,1963,2016.4249481700003
Georgia,GEO,1964,2283.31916732
Georgia,GEO,1965,2530.4131383000004
Georgia,GEO,1966,2959.5202823039995
Georgia,GEO,1967,3355.8780721999997
Georgia,GEO,1968,3718.9520322
Georgia,GEO,1969,4048.2071399999995
Georgia,GEO,1970,4343.107178299999
Georgia,GEO,1971,5097.638161699999
Georgia,GEO,1972,5777.4898861
Georgia,GEO,1973,6381.501892200002
Georgia,GEO,1974,6908.515016790001
Georgia,GEO,1975,7357.37167101
Georgia,GEO,1976,7726.910803570001
Georgia,GEO,1977,8015.974868649999
Georgia,GEO,1978,8223.4061428
Georgia,GEO,1979,8311.4693922
Georgia,GEO,1980,8072.339999999999
Georgia,GEO,1981,8888.226664909998
Georgia,GEO,1982,9633.305527800001
Georgia,GEO,1983,10366.623218980001
Georgia,GEO,1984,11088.180797449997
Georgia,GEO,1985,11797.9830861
Georgia,GEO,1986,12496.032428139999
Georgia,GEO,1987,13182.322903379998
Georgia,GEO,1988,20885.423246702
Georgia,GEO,1989,12796.626209999999
Georgia,GEO,1990,8874.27157
Georgia,GEO,1991,1998.8222250000001
Georgia,GEO,1992,1590.1678250000004
Georgia,GEO,1993,877.6716786000002
Georgia,GEO,1994,536.2152571
Georgia,GEO,1995,517.3699606999999
Georgia,GEO,1996,664.6770893
Georgia,GEO,1997,489.8467428999999
Georgia,GEO,1998,1063.3374214
Georgia,GEO,1999,438.603525
Georgia,GEO,2000,502.1613286
Georgia,GEO,2001,565.5092321000001
Georgia,GEO,2002,804.4166607
Georgia,GEO,2003,921.5440893
Georgia,GEO,2004,1451.2315179999998
Georgia,GEO,2005,1835.4156732780002
Georgia,GEO,2006,2127.263920496
Georgia,GEO,2007,3205.6748295039997
Georgia,GEO,2008,4912.079829204
Georgia,GEO,2009,5071.856193567999
Georgia,GEO,2010,6015.599375
Georgia,GEO,2011,4424.354375000001
Georgia,GEO,2012,2805.049375000001
Georgia,GEO,2013,8334.979374999997
Georgia,GEO,2014,10556.649374999997
Georgia,GEO,2015,8447.494375
Georgia,GEO,2016,10529.259374999996
Georgia,GEO,2017,14551.26938
Georgia,GEO,2018,14081.336506978001
Germany,DEU,1950,172651.36701182398
Germany,DEU,1951,206728.42747055006
Germany,DEU,1952,238566.60255593195
Germany,DEU,1953,233362.20305964397
Germany,DEU,1954,244836.10369802197
Germany,DEU,1955,312167.5857489041
Germany,DEU,1956,369486.1749218499
Germany,DEU,1957,366690.48279129196
Germany,DEU,1958,524288.9716547059
Germany,DEU,1959,595159.6681963861
Germany,DEU,1960,665556.1166050561
Germany,DEU,1961,956949.6271099142
Germany,DEU,1962,1009474.3501502599
Germany,DEU,1963,1215768.1314942862
Germany,DEU,1964,1038953.371139778
Germany,DEU,1965,1168937.4339537
Germany,DEU,1966,1176985.4535844098
Germany,DEU,1967,1275955.3399276403
Germany,DEU,1968,1143026.7847322638
Germany,DEU,1969,951230.446047676
Germany,DEU,1970,679686.3003358281
Germany,DEU,1971,544971.6607463642
Germany,DEU,1972,433309.90056776395
Germany,DEU,1973,453898.555586654
Germany,DEU,1974,451366.58010753803
Germany,DEU,1975,421043.313410522
Germany,DEU,1976,362618.754182536
Germany,DEU,1977,359751.94011663407
Germany,DEU,1978,272404.84318521
Germany,DEU,1979,228876.85464465403
Germany,DEU,1980,151597.17847629596
Germany,DEU,1981,125028.05437271598
Germany,DEU,1982,170085.754606672
Germany,DEU,1983,158319.158400162
Germany,DEU,1984,150674.57660734796
Germany,DEU,1985,114888.55289550599
Germany,DEU,1986,94630.03086110999
Germany,DEU,1987,86742.03251844998
Germany,DEU,1988,113266.07962786002
Germany,DEU,1989,83721.56287974601
Germany,DEU,1990,91074.134740704
Germany,DEU,1991,78873.67059694199
Germany,DEU,1992,63976.415728932
Germany,DEU,1993,80907.43658531201
Germany,DEU,1994,79149.25448765399
Germany,DEU,1995,66603.33343714202
Germany,DEU,1996,65462.609667756005
Germany,DEU,1997,62979.04534872999
Germany,DEU,1998,57441.74773588601
Germany,DEU,1999,55148.359836568
Germany,DEU,2000,54679.79725821
Germany,DEU,2001,52853.906850588
Germany,DEU,2002,54092.552437732
Germany,DEU,2003,49468.529681838
Germany,DEU,2004,45953.336683412
Germany,DEU,2005,44280.127126402
Germany,DEU,2006,50068.312299806006
Germany,DEU,2007,43958.474164634004
Germany,DEU,2008,48400.20512029599
Germany,DEU,2009,52412.625159760006
Germany,DEU,2010,52191.766992161996
Germany,DEU,2011,54702.877997250005
Germany,DEU,2012,41059.00906952999
Germany,DEU,2013,50926.060451776
Germany,DEU,2014,44151.650372324
Germany,DEU,2015,35609.351570628
Germany,DEU,2016,44943.90344407801
Germany,DEU,2017,42503.89379557599
Germany,DEU,2018,52180.7543476
Ghana,GHA,1950,672.784398153
Ghana,GHA,1951,698.1023681779999
Ghana,GHA,1952,508.12417805800004
Ghana,GHA,1953,636.815425244
Ghana,GHA,1954,471.66280861699994
Ghana,GHA,1955,424.9562419950001
Ghana,GHA,1956,753.0719620940001
Ghana,GHA,1957,842.684530275
Ghana,GHA,1958,1849.342570727
Ghana,GHA,1959,2248.4469137640003
Ghana,GHA,1960,2007.5773668719996
Ghana,GHA,1961,2266.622561116
Ghana,GHA,1962,5500.851113318
Ghana,GHA,1963,16896.515369135
Ghana,GHA,1964,26862.814168622004
Ghana,GHA,1965,55201.471190198
Ghana,GHA,1966,54053.505003246
Ghana,GHA,1967,52234.263683708996
Ghana,GHA,1968,41026.830730263006
Ghana,GHA,1969,65246.060277399
Ghana,GHA,1970,80491.836851715
Ghana,GHA,1971,74465.07634866
Ghana,GHA,1972,117026.343661235
Ghana,GHA,1973,139903.245015613
Ghana,GHA,1974,80103.4343303
Ghana,GHA,1975,120163.41596074
Ghana,GHA,1976,127885.5419636
Ghana,GHA,1977,120295.84606794201
Ghana,GHA,1978,73050.892228954
Ghana,GHA,1979,75815.69805719801
Ghana,GHA,1980,61012.344382806004
Ghana,GHA,1981,49029.261016238
Ghana,GHA,1982,49269.376668328994
Ghana,GHA,1983,54995.44127911
Ghana,GHA,1984,53954.65028111001
Ghana,GHA,1985,57371.102508286
Ghana,GHA,1986,56859.101781143996
Ghana,GHA,1987,38626.117229303
Ghana,GHA,1988,24971.663783739
Ghana,GHA,1989,33975.638413709996
Ghana,GHA,1990,40703.81387843
Ghana,GHA,1991,34586.69740733001
Ghana,GHA,1992,28265.406044921005
Ghana,GHA,1993,23041.932590218996
Ghana,GHA,1994,28384.107277073
Ghana,GHA,1995,26415.197653036998
Ghana,GHA,1996,37259.07894711899
Ghana,GHA,1997,32166.224574456
Ghana,GHA,1998,31796.833071843
Ghana,GHA,1999,39688.06466
Ghana,GHA,2000,22296.444613390002
Ghana,GHA,2001,28703.605634350002
Ghana,GHA,2002,34257.151071048
Ghana,GHA,2003,47515.845814349006
Ghana,GHA,2004,41826.139715078
Ghana,GHA,2005,41478.979724289
Ghana,GHA,2006,40615.667836375
Ghana,GHA,2007,52286.38019747
Ghana,GHA,2008,50862.15175371
Ghana,GHA,2009,50902.79179039999
Ghana,GHA,2010,39190.77399608
Ghana,GHA,2011,32966.24354442999
Ghana,GHA,2012,33491.96831029999
Ghana,GHA,2013,38106.922845659996
Ghana,GHA,2014,36440.89620213
Ghana,GHA,2015,40949.72146880999
Ghana,GHA,2016,41889.243810609994
Ghana,GHA,2017,34580.409651840004
Ghana,GHA,2018,41856.79095946
Greece,GRC,1950,12637.461942034
Greece,GRC,1951,10459.120878841999
Greece,GRC,1952,10087.093284592
Greece,GRC,1953,10873.067012822
Greece,GRC,1954,13507.731785012
Greece,GRC,1955,13710.652261259998
Greece,GRC,1956,13944.265561451999
Greece,GRC,1957,17296.211339748
Greece,GRC,1958,22112.677924156003
Greece,GRC,1959,24208.977077710002
Greece,GRC,1960,25782.159297873997
Greece,GRC,1961,26695.44546480799
Greece,GRC,1962,28326.018437535997
Greece,GRC,1963,25880.372959738
Greece,GRC,1964,27383.160733219996
Greece,GRC,1965,32773.83651917
Greece,GRC,1966,37409.72370803201
Greece,GRC,1967,44177.37477318201
Greece,GRC,1968,50895.630816258
Greece,GRC,1969,51231.60909661601
Greece,GRC,1970,49473.43021144601
Greece,GRC,1971,56276.426608336
Greece,GRC,1972,48260.269040118015
Greece,GRC,1973,51884.633546421996
Greece,GRC,1974,53514.526953366
Greece,GRC,1975,51275.250464587996
Greece,GRC,1976,54392.82178526001
Greece,GRC,1977,54040.177257356
Greece,GRC,1978,55255.367417454
Greece,GRC,1979,56609.743926480005
Greece,GRC,1980,80900.05345883999
Greece,GRC,1981,78017.62739787999
Greece,GRC,1982,81268.97506783999
Greece,GRC,1983,74120.07804646
Greece,GRC,1984,81956.46926498
Greece,GRC,1985,100753.45030167999
Greece,GRC,1986,109849.51055572001
Greece,GRC,1987,108716.92171114002
Greece,GRC,1988,110957.32340113998
Greece,GRC,1989,112065.01139832
Greece,GRC,1990,118278.42198374003
Greece,GRC,1991,101331.3476144
Greece,GRC,1992,93239.58864221998
Greece,GRC,1993,91348.3298141
Greece,GRC,1994,117532.77438216
Greece,GRC,1995,104734.32008161998
Greece,GRC,1996,117668.04438064
Greece,GRC,1997,127484.76359516
Greece,GRC,1998,101217.22401189999
Greece,GRC,1999,94396.59627362
Greece,GRC,2000,102834.69282952
Greece,GRC,2001,97026.04513854
Greece,GRC,2002,103481.32901998001
Greece,GRC,2003,97781.81849964001
Greece,GRC,2004,94847.00242606002
Greece,GRC,2005,86191.42108159998
Greece,GRC,2006,81875.10263962002
Greece,GRC,2007,86345.78212050001
Greece,GRC,2008,78377.15990864001
Greece,GRC,2009,61025.6645341
Greece,GRC,2010,55294.817190136004
Greece,GRC,2011,56122.314099644005
Greece,GRC,2012,49310.22569965
Greece,GRC,2013,44814.452651937005
Greece,GRC,2014,45354.775884456
Greece,GRC,2015,52920.570904976
Greece,GRC,2016,57080.75548571399
Greece,GRC,2017,56907.20579518
Greece,GRC,2018,48848.65351760199
Greenland,GRL,1968,208.84449869000005
Greenland,GRL,1969,3452.4029947300005
Greenland,GRL,1970,7618.938147154001
